schemaVersion,recordType,source_name,source_url,startupName,productName,pricingModel,description,collectedAt
1.0,PRODUCT,GitHub AI Directory,https://gitmcp.io,Idosal,Git Mcp,FREE,"Put an end to code hallucinations! GitMCP is a free, open-source, remote MCP server for any GitHub project",2026-08-12T01:56:59.670576Z
1.0,PRODUCT,GitHub AI Directory,https://visionagents.ai,Getstream,Vision Agents,FREE,Open Vision Agents by Stream. Build voice and vision agents quickly with any model or video provider. Uses Stream's edge network for ultra-low latency.,2026-08-12T01:57:00.067932Z
1.0,PRODUCT,GitHub AI Directory,https://ohmyopencodeslim.com,Alvinunreal,Oh My Opencode Slim,FREE,"Lean, fine tuned Opencode multi agent suite · Mix any models · Auto delegate tasks",2026-08-12T01:57:00.498837Z
1.0,PRODUCT,GitHub AI Directory,https://github.com/2FastLabs/agent-squad,2Fastlabs,Agent Squad,FREE,Flexible and powerful framework for managing multiple AI agents and handling complex conversations,2026-08-12T01:57:00.379584Z
1.0,PRODUCT,GitHub AI Directory,https://claw-x.com,Valuecell Ai,Clawx,FREE,ClawX is a desktop app that provides a graphical interface for OpenClaw AI agents. It turns CLI-based AI orchestration into a desktop experience without using the terminal. China website is https://clawx.com.cn.,2026-08-12T01:57:00.513187Z
1.0,PRODUCT,GitHub AI Directory,https://yaoagents.com,Yaoapp,Yao,FREE,✨ Build AI agents and web apps — with a single binary.,2026-08-12T01:57:00.786756Z
1.0,PRODUCT,GitHub AI Directory,https://docs.swarms.world,Kyegomez,Swarms,FREE,The Enterprise-Grade Multi-Agent Orchestration Framework. Website: https://swarms.ai,2026-08-12T01:57:00.646809Z
1.0,PRODUCT,GitHub AI Directory,https://www.figma.com/community/plugin/1485687494525374295/cursor-talk-to-figma-mcp-plugin,Grab,Cursor Talk To Figma Mcp,FREE,"TalkToFigma: MCP integration between AI Agent (Cursor, Claude Code, Codex) and Figma, allowing Agentic AI to communicate with Figma for reading designs and modifying them programmatically.",2026-08-12T01:57:00.516265Z
1.0,PRODUCT,GitHub AI Directory,https://z.ai/blog/glm-5.2,Zai Org,Glm 5,FREE,GLM-5: From Vibe Coding to Agentic Engineering,2026-08-12T01:57:00.187743Z
1.0,PRODUCT,GitHub AI Directory,http://strandsagents.com/,Strands Agents,Harness Sdk,FREE,"Build an agent harness and control it end-to-end. Open-source SDK for production AI agents in Python & TypeScript - any model, any cloud.",2026-08-12T01:56:59.954864Z
1.0,PRODUCT,GitHub AI Directory,https://open-multi-agent.com,Open Multi Agent,Open Multi Agent,FREE,"TypeScript AI agent orchestration framework with dynamic workflows. Describe the goal, not the graph: a coordinator plans the task DAG at runtime and runs it on any LLM (Claude, ChatGPT, Gemini, DeepSeek, or local models).",2026-08-12T01:56:59.846649Z
1.0,PRODUCT,GitHub AI Directory,https://www.osmedeus.org/,J3Ssie,Osmedeus,FREE,A Modern Orchestration Engine for Security,2026-08-12T01:57:00.974000Z
1.0,PRODUCT,GitHub AI Directory,https://backlog.md,Mrlesk,Backlog.Md,FREE,Backlog.md - A tool for managing project collaboration between humans and AI Agents in a git ecosystem,2026-08-12T01:57:00.799310Z
1.0,PRODUCT,GitHub AI Directory,https://mini-swe-agent.com,Swe Agent,Mini Swe Agent,FREE,"The 100 line AI agent that solves GitHub issues or helps you in your command line. Radically simple, no huge configs, no giant monorepo—but scores >74% on SWE-bench verified!",2026-08-12T01:57:00.134466Z
1.0,PRODUCT,GitHub AI Directory,https://skills.sh/parthjadhav/app-store-screenshots/app-store-screenshots,Parthjadhav,App Store Screenshots,FREE,end to end app store screenshot creation using AI,2026-08-12T01:57:00.535783Z
1.0,PRODUCT,GitHub AI Directory,https://github.com/ashishps1/learn-ai-engineering,Ashishps1,Learn Ai Engineering,FREE,Learn AI and LLMs from scratch using free resources,2026-08-12T01:57:00.497781Z
1.0,PRODUCT,GitHub AI Directory,https://www.vibevibe.cn,Datawhalechina,Vibe Vibe,FREE,"AI for All: The First Systematic Vibe Coding Tutorial | From Zero to Full-Stack, Bring Your Ideas to Life | Live at: www.vibevibe.cn   ；全民AI学习第一课，首个系统化 Vibe Coding 开源教程 | 零基础到全栈实战，让人人都能借助 AI 实现自己的想法与创意 | 在线地址：www.vibevibe.cn",2026-08-12T01:57:00.176739Z
1.0,PRODUCT,GitHub AI Directory,https://typia.io/,Samchon,Typia,FREE,Super-fast/easy runtime validators and serializers via transformation,2026-08-12T01:57:00.193318Z
1.0,PRODUCT,GitHub AI Directory,https://github.com/ModelEngine-Group/nexent,Modelengine Group,Nexent,FREE,"Nexent is a zero-code platform for auto-generating production-grade AI agents using Harness Engineering principles — unified tools, skills, memory, and orchestration with built-in constraints, feedback loops, and control planes.",2026-08-12T01:57:00.656734Z
1.0,PRODUCT,GitHub AI Directory,https://www.openagentai.org/,The Open Agent,Openagent,FREE,"⚡️next-generation personal AI assistant powered by LLM, RAG and agent loops, supporting computer-use, browser-use and coding agent, demo: https://demo.openagentai.org",2026-08-12T01:57:00.337579Z
1.0,PRODUCT,GitHub AI Directory,https://ouroboros.page/,Q00,Ouroboros,FREE,"Agent OS: the agent gets smarter on its own. We just hold the line: the grading command and expected result never make it into the success contract we hand it. Interview-gated, staged evaluation, budgeted evolution loop. MCP server, 13 runtimes: Claude Code, Codex CLI, Gemini CLI, OpenCode, Copilot, Kiro and more.",2026-08-12T01:57:00.207308Z
1.0,PRODUCT,GitHub AI Directory,https://www.olares.com/,Beclab,Olares,FREE,Open-Source Personal Cloud OS for Always-On Agents,2026-08-12T01:57:00.978512Z
1.0,PRODUCT,GitHub AI Directory,https://sparrow.katanaml.io,Katanaml,Sparrow,FREE,"Structured data extraction, instruction calling and agentic workflows with ML, LLM and Vision LLM",2026-08-12T01:57:00.959210Z
1.0,PRODUCT,GitHub AI Directory,https://github.com/WenyuChiou/awesome-agentic-ai-zh,Wenyuchiou,Awesome Agentic Ai Zh,FREE,"A trilingual (繁中 / English / 简中) learning roadmap for agentic AI: from LLM basics to multi-agent systems, with 240+ curated resources and hands-on examples. 中文 AI agent 學習地圖。",2026-08-12T01:57:00.687971Z
1.0,PRODUCT,GitHub AI Directory,https://www.gaianet.ai/,Gaianet Ai,Gaianet Node,FREE,"Install, run and deploy your own decentralized AI agent service",2026-08-12T01:57:02.647062Z
1.0,PRODUCT,GitHub AI Directory,https://java.agentscope.io/,Agentscope Ai,Agentscope Java,FREE,"Build distributed, production-grade, long-running agents.",2026-08-12T01:57:00.261770Z
1.0,PRODUCT,GitHub AI Directory,https://github.com/SolaceLabs/solace-agent-mesh,Solacelabs,Solace Agent Mesh,FREE,"An event-driven framework designed to build and orchestrate multi-agent AI systems. It enables seamless integration of AI agents with real-world data sources and systems, facilitating complex, multi-step workflows.",2026-08-12T01:57:00.888694Z
1.0,PRODUCT,GitHub AI Directory,https://arxiv.org/abs/2501.03936,Icip Cas,Pptagent,FREE,An Agentic Framework for Reflective PowerPoint Generation,2026-08-12T01:57:00.213304Z
1.0,PRODUCT,GitHub AI Directory,https://github.com/yanshengjia/ml-road,Yanshengjia,Ml Road,FREE,"Machine Learning and Agentic AI Resources, Practice and Research",2026-08-12T01:57:00.762828Z
1.0,PRODUCT,GitHub AI Directory,https://ag2.ai,Ag2Ai,Ag2,FREE,AG2 (formerly AutoGen): The Open-Source AgentOS.Join us at: https://discord.gg/sNGSwQME3x,2026-08-12T01:57:00.511177Z
1.0,PRODUCT,GitHub AI Directory,https://github.com/ruc-datalab/DeepAnalyze,Ruc Datalab,Deepanalyze,FREE,DeepAnalyze is the first agentic LLM for autonomous data science. 🎈你的AI数据分析师，自动分析大量数据，一键生成专业分析报告！,2026-08-12T01:57:00.997085Z
1.0,PRODUCT,GitHub AI Directory,https://rlinf.readthedocs.io/en/latest/,Rlinf,Rlinf,FREE,RLinf: Reinforcement Learning Infrastructure for Embodied and Agentic AI,2026-08-12T01:57:00.332295Z
1.0,PRODUCT,GitHub AI Directory,https://docs.koog.ai,Jetbrains,Koog,FREE,"Koog is a JVM (Java and Kotlin) framework for building predictable, fault-tolerant and enterprise-ready AI agents across all platforms – from backend services to Android and iOS, JVM, and even in-browser environments. Koog is based on our AI products expertise and provides proven solutions for complex LLM and AI problems",2026-08-12T01:57:00.326292Z
1.0,PRODUCT,GitHub AI Directory,https://flowelement.ai,Flowelement Xinliuyuansu,M Flow,FREE,A bio-inspired cognitive memory engine — a new paradigm for Graph RAG.,2026-08-12T01:57:00.497781Z
1.0,PRODUCT,GitHub AI Directory,http://www.agenta.ai,Agenta Ai,Agenta,FREE,Agenta is a workspace where you and your team build agents and automations.,2026-08-12T01:57:00.340580Z
1.0,PRODUCT,GitHub AI Directory,https://github.com/panaversity/learn-agentic-ai,Panaversity,Learn Agentic Ai,FREE,"Learn Agentic AI using Dapr Agentic Cloud Ascent (DACA) Design Pattern and Agent-Native Cloud Technologies: OpenAI Agents SDK, Memory, MCP, A2A, Knowledge Graphs, Dapr, Rancher Desktop, and Kubernetes.",2026-08-12T01:57:00.960211Z
1.0,PRODUCT,GitHub AI Directory,https://github.com/algorithmicsuperintelligence/optillm,Algorithmicsuperintelligence,Optillm,FREE,Optimizing inference proxy for LLMs,2026-08-12T01:57:01.085590Z
1.0,PRODUCT,GitHub AI Directory,https://hub.embabel.com,Embabel,Embabel Agent,FREE,Agent framework for the JVM. Pronounced Em-BAY-bel /ɛmˈbeɪbəl/,2026-08-12T01:57:00.921595Z
1.0,PRODUCT,GitHub AI Directory,https://github.com/FareedKhan-dev/all-agentic-architectures,Fareedkhan Dev,All Agentic Architectures,FREE,"35 production-grade agentic AI architectures (Reflexion, LATS, GraphRAG, MemGPT, Voyager, BrowserAgent, ...) — a Python library and runnable textbook with multi-provider LLM support and a 17-task benchmark leaderboard.",2026-08-12T01:57:01.017478Z
1.0,PRODUCT,GitHub AI Directory,https://agent-device.dev,Callstack,Agent Device,FREE,CLI to control iOS and Android devices for AI agents,2026-08-12T01:57:00.419342Z
1.0,PRODUCT,GitHub AI Directory,https://www.nixtla.io/docs,Nixtla,Nixtla,FREE,"TimeGPT-1: production ready pre-trained Time Series Foundation Model  for forecasting and anomaly detection. Generative pretrained transformer for time series trained on over 100B data points. It's capable of accurately predicting various domains such as retail, electricity, finance, and IoT with just a few lines of code 🚀.",2026-08-12T01:57:01.598063Z
1.0,PRODUCT,GitHub AI Directory,https://github.com/GiovanniPasq/agentic-rag-for-dummies,Giovannipasq,Agentic Rag For Dummies,FREE,A modular Agentic RAG built with LangGraph — learn Retrieval-Augmented Generation Agents in minutes.,2026-08-12T01:57:01.297252Z
1.0,PRODUCT,GitHub AI Directory,https://github.com/walkinglabs/hands-on-modern-rl,Walkinglabs,Hands On Modern Rl,FREE,"🚀 An open-source, hands-on curriculum bridging the gap from basic RL concepts to LLM alignment, RLVR, and advanced Agentic systems. ",2026-08-12T01:57:01.427269Z
1.0,PRODUCT,GitHub AI Directory,https://github.com/HKUDS/Paper2Slides,Hkuds,Paper2Slides,FREE,"""Paper2Slides: From Paper to Presentation in One Click""",2026-08-12T01:57:01.115115Z
1.0,PRODUCT,GitHub AI Directory,https://github.com/walkinglabs/awesome-harness-engineering,Walkinglabs,Awesome Harness Engineering,FREE,🛠️ Awesome tools & guides for harness engineering.,2026-08-12T01:57:01.049034Z
1.0,PRODUCT,GitHub AI Directory,https://async-io.live,Atmosphere,Atmosphere,FREE,"Real-time transport layer for Java AI agents. Build once with @Agent — deliver over WebSocket, SSE, gRPC, and WebTransport/HTTP3. Talk MCP, A2A and AG-UI. ",2026-08-12T01:57:00.596619Z
1.0,PRODUCT,GitHub AI Directory,https://github.com/didilili/ai-agents-from-zero,Didilili,Ai Agents From Zero,FREE, 🚀 2026 最系统的 AI Agent 速成指南｜智能体实战教程 · 完整学习路径  + 实战项目 + 面试题库 · 对标大模型应用开发工程师岗位 · 覆盖LangChain / LangGraph / Coze / Dify / MCP / skills / LLM / RAG / 提示词 · 企业级部署与微调 · 从0到企业级落地 + 从学习到上线项目 + 面试准备一体化 ,2026-08-12T01:57:01.138117Z
1.0,PRODUCT,GitHub AI Directory,https://github.com/zhaoyingjun/chatbot,Zhaoyingjun,Chatbot,FREE,"Chatbot继续沿着LLM前进，近期更新小参数量SLM的和训练脚本，支持本地训练。新增ChatAgent,实现各种有实际场景价值的Agent实现。",2026-08-12T01:57:01.084591Z
1.0,PRODUCT,GitHub AI Directory,https://www.flyde.dev,Flydelabs,Flyde,FREE,"Open-source Visual programming for backend logic that integrates with existing codebases. Flyde bridges the gap between technical and non-technical team members. Product managers, designers, and backend developers can collaborate on the same visual flows.",2026-08-12T01:57:01.391767Z
1.0,PRODUCT,GitHub AI Directory,https://ii.inc/web/blog/post/ii-agent,Intelligent Internet,Ii Agent,FREE,II-Agent: a new open-source framework to build and deploy intelligent agents,2026-08-12T01:57:00.697380Z
1.0,PRODUCT,GitHub AI Directory,https://memmachine.ai,Memmachine,Memmachine,FREE,"Universal memory layer for AI Agents. It provides scalable, extensible, and interoperable memory storage and retrieval to streamline AI agent state management for next-generation autonomous systems.",2026-08-12T01:57:00.689942Z
1.0,PRODUCT,GitHub AI Directory,https://www.ipollo.ai/,Devin Axis,Ipollowork,FREE,"A source-available, local-first alternative to Codex and Claude Code: an AI workspace for code, files, docs, websites, presentations, design, and video—with editable results and user-controlled tools.",2026-08-12T01:57:00.959210Z
1.0,PRODUCT,GitHub AI Directory,https://metorial.com,Metorial,Metorial,FREE,"Connect any AI model to 1200+ integrations (MCP, CLI, API)",2026-08-12T01:57:01.048038Z
1.0,PRODUCT,GitHub AI Directory,https://github.com/johnbean393/Sidekick,Johnbean393,Sidekick,FREE,"A native macOS app that allows users to chat with a local LLM that can respond with information from files, folders and websites on your Mac without installing any other software. Powered by llama.cpp.",2026-08-12T01:57:01.290710Z
1.0,PRODUCT,GitHub AI Directory,https://github.com/Meirtz/Awesome-Context-Engineering,Meirtz,Awesome Context Engineering,FREE," 🔥 Comprehensive survey on Context Engineering: from prompt engineering to production-grade AI systems. hundreds of papers, frameworks, and  implementation guides for LLMs and AI agents.",2026-08-12T01:57:01.259669Z
